Computing reachable states... 
Iteration 0... 1 sym states passed, 2 waiting 0.00400001s
Iteration 1206... 1115 sym states passed, 50 waiting 0.00600001s
Iteration 1207... 1115 sym states passed, 49 waiting 0.00900001s
Iteration 1208... 1116 sym states passed, 50 waiting 0.00500001s
Iteration 1209... 1117 sym states passed, 49 waiting 0.00600001s
Iteration 1210... 1117 sym states passed, 48 waiting 0.00900001s
Iteration 1211... 1118 sym states passed, 49 waiting 0.00400001s
Iteration 1212... 1119 sym states passed, 48 waiting 0.00700001s
Iteration 1213... 1119 sym states passed, 47 waiting 0.00900001s
Iteration 1214... 1120 sym states passed, 48 waiting 0.00500001s
Iteration 1215... 1121 sym states passed, 47 waiting 0.00700001s
Iteration 1216... 1121 sym states passed, 46 waiting 0.00900001s
Iteration 1217... 1122 sym states passed, 47 waiting 0.00500001s
Iteration 1218... 1123 sym states passed, 46 waiting 0.00700001s
Iteration 1219... 1123 sym states passed, 45 waiting 0.0100001s
Iteration 1220... 1124 sym states passed, 46 waiting 0.00500001s
Iteration 1221... 1125 sym states passed, 45 waiting 0.00700001s
Iteration 1222... 1125 sym states passed, 44 waiting 0.0100001s
Iteration 1223... 1126 sym states passed, 45 waiting 0.00500001s
Iteration 1224... 1127 sym states passed, 44 waiting 0.00700001s
Iteration 1225... 1127 sym states passed, 43 waiting 0.0100001s
Iteration 1226... 1128 sym states passed, 44 waiting 0.00500001s
Iteration 1227... 1129 sym states passed, 43 waiting 0.00700001s
Iteration 1228... 1129 sym states passed, 42 waiting 0.0100001s
Iteration 1229... 1130 sym states passed, 43 waiting 0.00500001s
Iteration 1230... 1131 sym states passed, 42 waiting 0.00700001s
Iteration 1231... 1131 sym states passed, 41 waiting 0.0100001s
Iteration 1232... 1132 sym states passed, 42 waiting 0.00500001s
Iteration 1233... 1133 sym states passed, 41 waiting 0.00700001s
Iteration 1234... 1133 sym states passed, 40 waiting 0.0100001s
Iteration 1235... 1134 sym states passed, 41 waiting 0.00400001s
Iteration 1236... 1135 sym states passed, 42 waiting 0.00600001s
Iteration 1237... 1136 sym states passed, 43 waiting 0.00400001s
Iteration 1238... 1137 sym states passed, 44 waiting 0.00600001s
Iteration 1239... 1138 sym states passed, 45 waiting 0.00400001s
Iteration 1240... 1139 sym states passed, 46 waiting 0.00500001s
Iteration 1241... 1140 sym states passed, 47 waiting 0.00500001s
Iteration 1242... 1141 sym states passed, 48 waiting 0.00600001s
Iteration 1243... 1142 sym states passed, 48 waiting 0.00400001s
Iteration 1244... 1143 sym states passed, 49 waiting 0.00600001s
Iteration 1245... 1144 sym states passed, 49 waiting 0.00400001s
Iteration 1246... 1145 sym states passed, 50 waiting 0.00600001s
Iteration 1247... 1146 sym states passed, 51 waiting 0.00500001s
Iteration 1248... 1147 sym states passed, 52 waiting 0.00600001s
Iteration 1249... 1148 sym states passed, 53 waiting 0.00500001s
Iteration 1250... 1149 sym states passed, 54 waiting 0.00700001s
Iteration 1251... 1150 sym states passed, 54 waiting 0.00500001s
Iteration 1252... 1151 sym states passed, 55 waiting 0.00700001s
Iteration 1253... 1152 sym states passed, 55 waiting 0.00500001s
Iteration 1254... 1153 sym states passed, 56 waiting 0.00700001s
Iteration 1255... 1154 sym states passed, 57 waiting 0.00600001s
Iteration 1256... 1155 sym states passed, 58 waiting 0.00700001s
Iteration 1257... 1156 sym states passed, 59 waiting 0.00600001s
Iteration 1258... 1157 sym states passed, 60 waiting 0.00700001s
Iteration 1259... 1158 sym states passed, 60 waiting 0.00600001s
Iteration 1260... 1159 sym states passed, 61 waiting 0.00700001s
Iteration 1261... 1160 sym states passed, 61 waiting 0.00600001s
Iteration 1262... 1161 sym states passed, 62 waiting 0.00700001s
Iteration 1263... 1162 sym states passed, 63 waiting 0.00700001s
Iteration 1264... 1163 sym states passed, 64 waiting 0.00800001s
Iteration 1265... 1164 sym states passed, 65 waiting 0.00600001s
Iteration 1266... 1165 sym states passed, 66 waiting 0.00800001s
Iteration 1267... 1166 sym states passed, 66 waiting 0.00600001s
Iteration 1268... 1167 sym states passed, 67 waiting 0.00800001s
Iteration 1269... 1168 sym states passed, 67 waiting 0.00600001s
Iteration 1270... 1169 sym states passed, 68 waiting 0.00800001s
Iteration 1271... 1170 sym states passed, 69 waiting 0.00700001s
Iteration 1272... 1171 sym states passed, 70 waiting 0.00900001s
Iteration 1273... 1172 sym states passed, 71 waiting 0.00700001s
Iteration 1274... 1173 sym states passed, 72 waiting 0.00900001s
Iteration 1275... 1174 sym states passed, 74 waiting 0.00600001s
Iteration 1276... 1175 sym states passed, 74 waiting 0.00500001s
Iteration 1277... 1175 sym states passed, 73 waiting 0.00900001s
Iteration 1278... 1176 sym states passed, 73 waiting 0.00400001s
Iteration 1279... 1177 sym states passed, 75 waiting 0.00600001s
Iteration 1280... 1178 sym states passed, 75 waiting 0.00500001s
Iteration 1281... 1178 sym states passed, 74 waiting 0.0100001s
Iteration 1282... 1179 sym states passed, 74 waiting 0.00400001s
Iteration 1283... 1180 sym states passed, 76 waiting 0.00600001s
Iteration 1284... 1181 sym states passed, 76 waiting 0.00500001s
Iteration 1285... 1181 sym states passed, 75 waiting 0.0100001s
Iteration 1286... 1182 sym states passed, 75 waiting 0.00400001s
Iteration 1287... 1183 sym states passed, 77 waiting 0.00700001s
Iteration 1288... 1184 sym states passed, 77 waiting 0.00600001s
Iteration 1289... 1184 sym states passed, 76 waiting 0.0100001s
Iteration 1290... 1185 sym states passed, 76 waiting 0.00400001s
Iteration 1291... 1186 sym states passed, 76 waiting 0.00500001s
Iteration 1292... 1186 sym states passed, 75 waiting 0.0100001s
Iteration 1293... 1187 sym states passed, 75 waiting 0.00400001s
Iteration 1294... 1188 sym states passed, 75 waiting 0.00600001s
Iteration 1295... 1188 sym states passed, 74 waiting 0.0110001s
Iteration 1296... 1189 sym states passed, 74 waiting 0.00400001s
Iteration 1297... 1190 sym states passed, 76 waiting 0.00700001s
Iteration 1298... 1191 sym states passed, 76 waiting 0.00600001s
Iteration 1299... 1191 sym states passed, 75 waiting 0.0110001s
Iteration 1300... 1192 sym states passed, 75 waiting 0.00400001s
Iteration 1301... 1193 sym states passed, 77 waiting 0.00700001s
Iteration 1302... 1194 sym states passed, 77 waiting 0.00600001s
Iteration 1303... 1194 sym states passed, 76 waiting 0.0110001s
Iteration 1304... 1195 sym states passed, 76 waiting 0.00400001s
Iteration 1305... 1196 sym states passed, 76 waiting 0.00600001s
Iteration 1306... 1196 sym states passed, 75 waiting 0.0110001s
Iteration 1307... 1197 sym states passed, 75 waiting 0.00400001s
Iteration 1308... 1198 sym states passed, 75 waiting 0.00600001s
Iteration 1309... 1198 sym states passed, 74 waiting 0.0110001s
Iteration 1310... 1199 sym states passed, 74 waiting 0.00400001s
Iteration 1311... 1200 sym states passed, 76 waiting 0.00800001s
Iteration 1312... 1201 sym states passed, 76 waiting 0.00700001s
Iteration 1313... 1201 sym states passed, 75 waiting 0.0120001s
Iteration 1314... 1202 sym states passed, 75 waiting 0.00500001s
Iteration 1315... 1203 sym states passed, 77 waiting 0.00800001s
Iteration 1316... 1204 sym states passed, 77 waiting 0.00700001s
Iteration 1317... 1204 sym states passed, 76 waiting 0.0120001s
Iteration 1318... 1205 sym states passed, 76 waiting 0.00500001s
Iteration 1319... 1206 sym states passed, 76 waiting 0.00700001s
Iteration 1320... 1206 sym states passed, 75 waiting 0.0120001s
Iteration 1321... 1207 sym states passed, 75 waiting 0.00500001s
Iteration 1322... 1208 sym states passed, 75 waiting 0.00700001s
Iteration 1323... 1208 sym states passed, 74 waiting 0.0120001s
Iteration 1324... 1209 sym states passed, 74 waiting 0.00500001s
Iteration 1325... 1210 sym states passed, 76 waiting 0.00800001s
Iteration 1326... 1211 sym states passed, 76 waiting 0.00700001s
Iteration 1327... 1211 sym states passed, 75 waiting 0.0130001s
Iteration 1328... 1212 sym states passed, 75 waiting 0.00500001s
Iteration 1329... 1213 sym states passed, 77 waiting 0.00800001s
Iteration 1330... 1214 sym states passed, 77 waiting 0.00700001s
Iteration 1331... 1214 sym states passed, 76 waiting 0.0130001s
Iteration 1332... 1215 sym states passed, 76 waiting 0.00500001s
Iteration 1333... 1216 sym states passed, 76 waiting 0.00700001s
Iteration 1334... 1216 sym states passed, 75 waiting 0.0130001s
Iteration 1335... 1217 sym states passed, 75 waiting 0.00500001s
Iteration 1336... 1218 sym states passed, 75 waiting 0.00800001s
Iteration 1337... 1218 sym states passed, 74 waiting 0.0130001s
Iteration 1338... 1219 sym states passed, 74 waiting 0.00500001s
Iteration 1339... 1220 sym states passed, 76 waiting 0.00900001s
Iteration 1340... 1221 sym states passed, 76 waiting 0.00800001s
Iteration 1341... 1221 sym states passed, 75 waiting 0.0140001s
Iteration 1342... 1222 sym states passed, 75 waiting 0.0150001s
Iteration 1343... 1223 sym states passed, 77 waiting 0.0100001s
Iteration 1344... 1224 sym states passed, 77 waiting 0.00800001s
Iteration 1345... 1224 sym states passed, 76 waiting 0.0140001s
Iteration 1346... 1225 sym states passed, 76 waiting 0.00500001s
Iteration 1347... 1226 sym states passed, 76 waiting 0.00600001s
Iteration 1348... 1227 sym states passed, 76 waiting 0.00600001s
Iteration 1349... 1228 sym states passed, 75 waiting 0.00500001s
Iteration 1350... 1229 sym states passed, 76 waiting 0.00300001s
Iteration 1351... 1230 sym states passed, 76 waiting 0.00600001s
Iteration 1352... 1231 sym states passed, 76 waiting 0.00600001s
Iteration 1353... 1232 sym states passed, 76 waiting 0.00600001s
Iteration 1354... 1233 sym states passed, 75 waiting 0.00500001s
Iteration 1355... 1234 sym states passed, 76 waiting 0.00300001s
Iteration 1356... 1235 sym states passed, 76 waiting 0.00600001s
Iteration 1357... 1236 sym states passed, 76 waiting 0.00700001s
Iteration 1358... 1237 sym states passed, 76 waiting 0.00700001s
Iteration 1359... 1238 sym states passed, 75 waiting 0.00500001s
Iteration 1360... 1239 sym states passed, 76 waiting 0.00400001s
Iteration 1361... 1240 sym states passed, 76 waiting 0.00600001s
Iteration 1362... 1241 sym states passed, 76 waiting 0.00700001s
Iteration 1363... 1242 sym states passed, 76 waiting 0.00700001s
Iteration 1364... 1243 sym states passed, 75 waiting 0.00500001s
Iteration 1365... 1244 sym states passed, 76 waiting 0.00400001s
Iteration 1366... 1245 sym states passed, 76 waiting 0.00600001s
Iteration 1367... 1246 sym states passed, 76 waiting 0.00400001s
Iteration 1368... 1247 sym states passed, 76 waiting 0.00600001s
Iteration 1369... 1248 sym states passed, 76 waiting 0.00300001s
Iteration 1370... 1249 sym states passed, 76 waiting 0.00600001s
Iteration 1371... 1250 sym states passed, 76 waiting 0.00700001s
Iteration 1372... 1251 sym states passed, 76 waiting 0.00700001s
Iteration 1373... 1252 sym states passed, 75 waiting 0.00500001s
Iteration 1374... 1253 sym states passed, 76 waiting 0.00400001s
Iteration 1375... 1254 sym states passed, 76 waiting 0.00600001s
Iteration 1376... 1255 sym states passed, 76 waiting 0.00700001s
Iteration 1377... 1256 sym states passed, 76 waiting 0.00700001s
Iteration 1378... 1257 sym states passed, 75 waiting 0.00500001s
Iteration 1379... 1258 sym states passed, 76 waiting 0.00400001s
Iteration 1380... 1259 sym states passed, 76 waiting 0.00700001s
Iteration 1381... 1260 sym states passed, 76 waiting 0.00400001s
Iteration 1382... 1261 sym states passed, 76 waiting 0.00700001s
Iteration 1383... 1262 sym states passed, 76 waiting 0.00400001s
Iteration 1384... 1263 sym states passed, 76 waiting 0.00700001s
Iteration 1385... 1264 sym states passed, 76 waiting 0.00800001s
Iteration 1386... 1265 sym states passed, 76 waiting 0.00800001s
Iteration 1387... 1266 sym states passed, 75 waiting 0.00500001s
Iteration 1388... 1267 sym states passed, 76 waiting 0.00400001s
Iteration 1389... 1268 sym states passed, 76 waiting 0.00700001s
Iteration 1390... 1269 sym states passed, 76 waiting 0.00800001s
Iteration 1391... 1270 sym states passed, 76 waiting 0.00800001s
Iteration 1392... 1271 sym states passed, 75 waiting 0.00500001s
Iteration 1393... 1272 sym states passed, 76 waiting 0.00400001s
Iteration 1394... 1273 sym states passed, 76 waiting 0.00700001s
Iteration 1395... 1274 sym states passed, 76 waiting 0.00400001s
Iteration 1396... 1275 sym states passed, 76 waiting 0.00700001s
Iteration 1397... 1276 sym states passed, 76 waiting 0.00400001s
Iteration 1398... 1277 sym states passed, 76 waiting 0.00700001s
Iteration 1399... 1278 sym states passed, 76 waiting 0.00800001s
Iteration 1400... 1279 sym states passed, 76 waiting 0.00800001s
Iteration 1401... 1280 sym states passed, 75 waiting 0.00600001s
Iteration 1402... 1281 sym states passed, 76 waiting 0.00400001s
Iteration 1403... 1282 sym states passed, 76 waiting 0.00800001s
Iteration 1404... 1283 sym states passed, 76 waiting 0.00900001s
Iteration 1405... 1284 sym states passed, 76 waiting 0.00800001s
Iteration 1406... 1285 sym states passed, 75 waiting 0.00600001s
Iteration 1407... 1286 sym states passed, 76 waiting 0.00400001s
Iteration 1408... 1287 sym states passed, 76 waiting 0.00800001s
Iteration 1409... 1288 sym states passed, 76 waiting 0.00400001s
Iteration 1410... 1289 sym states passed, 76 waiting 0.00800001s
Iteration 1411... 1290 sym states passed, 76 waiting 0.00400001s
Iteration 1412... 1291 sym states passed, 76 waiting 0.00800001s
Iteration 1413... 1292 sym states passed, 76 waiting 0.00900001s
Iteration 1414... 1293 sym states passed, 76 waiting 0.00900001s
Iteration 1415... 1294 sym states passed, 75 waiting 0.00600001s
Iteration 1416... 1295 sym states passed, 76 waiting 0.00400001s
Iteration 1417... 1296 sym states passed, 76 waiting 0.00800001s
Iteration 1418... 1297 sym states passed, 76 waiting 0.00900001s
Iteration 1419... 1298 sym states passed, 76 waiting 0.00900001s
Iteration 1420... 1299 sym states passed, 75 waiting 0.00600001s
Iteration 1421... 1300 sym states passed, 76 waiting 0.00500001s
Iteration 1422... 1301 sym states passed, 76 waiting 0.00900001s
Iteration 1423... 1302 sym states passed, 75 waiting 0.00300001s
Iteration 1424... 1303 sym states passed, 74 waiting 0.00300001s
Iteration 1425... 1304 sym states passed, 75 waiting 0.00300001s
Iteration 1426... 1305 sym states passed, 76 waiting 0.00300001s
Iteration 1427... 1306 sym states passed, 75 waiting 0.00200001s
Iteration 1428... 1307 sym states passed, 74 waiting 0.00300001s
Iteration 1429... 1308 sym states passed, 73 waiting 0.00300001s
Iteration 1430... 1309 sym states passed, 74 waiting 0.00400001s
Iteration 1431... 1310 sym states passed, 75 waiting 0.00400001s
Iteration 1432... 1311 sym states passed, 74 waiting 0.00200001s
Iteration 1433... 1312 sym states passed, 73 waiting 0.00300001s
Iteration 1434... 1313 sym states passed, 72 waiting 0.00200001s
Iteration 1435... 1314 sym states passed, 73 waiting 0.00300001s
Iteration 1436... 1315 sym states passed, 74 waiting 0.00400001s
Iteration 1437... 1316 sym states passed, 73 waiting 0.00200001s
Iteration 1438... 1317 sym states passed, 72 waiting 0.00300001s
Iteration 1439... 1318 sym states passed, 71 waiting 0.00300001s
Iteration 1440... 1319 sym states passed, 72 waiting 0.00400001s
Iteration 1441... 1320 sym states passed, 73 waiting 0.00400001s
Iteration 1442... 1321 sym states passed, 72 waiting 0.00200001s
Iteration 1443... 1322 sym states passed, 72 waiting 0.00300001s
Iteration 1444... 1323 sym states passed, 71 waiting 0.00200001s
Iteration 1445... 1324 sym states passed, 71 waiting 0.00300001s
Iteration 1446... 1325 sym states passed, 70 waiting 0.00200001s
Iteration 1447... 1326 sym states passed, 69 waiting 0.00300001s
Iteration 1448... 1327 sym states passed, 68 waiting 0.00300001s
Iteration 1449... 1328 sym states passed, 69 waiting 0.00400001s
Iteration 1450... 1329 sym states passed, 70 waiting 0.00400001s
Iteration 1451... 1330 sym states passed, 69 waiting 0.00200001s
Iteration 1452... 1331 sym states passed, 68 waiting 0.00300001s
Iteration 1453... 1332 sym states passed, 67 waiting 0.00300001s
